dataset,catalog_id,metric,jet_sample_requests,jet_sample_score,reference_model,reference_engine,reference_metric,reference_score,reference_cases_or_requests,metric_matches,in_current_panel,comparison_scope
ContractNLI,11,macro-F1,56,0.7404310060948458,Jobe,jobe,macro-F1,0.5924,123,True,True,different denominators: local sample versus published full benchmark
ContractNLI,11,macro-F1,56,0.7404310060948458,JoshuaSP diffusiongemma (open-jev),joshua-diffusion-full,macro-F1,0.7596,123,True,True,different denominators: local sample versus published full benchmark
ContractNLI,11,macro-F1,56,0.7404310060948458,Kev 0.8B,kev-0.8b-raised,macro-F1,0.3509,123,True,True,different denominators: local sample versus published full benchmark
ContractNLI,11,macro-F1,56,0.7404310060948458,Kev 4B,kev-4b-raised,macro-F1,0.6224,123,True,True,different denominators: local sample versus published full benchmark
ContractNLI,11,macro-F1,56,0.7404310060948458,Kev 9B,kev-9b-raised,macro-F1,0.5777,123,True,True,different denominators: local sample versus published full benchmark
ContractNLI,11,macro-F1,56,0.7404310060948458,Laya,laya-1e28ac20,macro-F1,0.2901,123,True,True,different denominators: local sample versus published full benchmark
ContractNLI,11,macro-F1,56,0.7404310060948458,LFM2.5-2.6B-RLCD,lfm2600,macro-F1,0.3112,123,True,True,different denominators: local sample versus published full benchmark
ContractNLI,11,macro-F1,56,0.7404310060948458,LFM2.5-350M-RLCD,lfm350-sdpa,macro-F1,0.2021,123,True,True,different denominators: local sample versus published full benchmark
ContractNLI,11,macro-F1,56,0.7404310060948458,Metask-Jev-4B,metask-jev-4b,macro-F1,0.6933,123,True,True,different denominators: local sample versus published full benchmark
ContractNLI,11,macro-F1,56,0.7404310060948458,mini-jev,mini-jev,macro-F1,0.5444,123,True,True,different denominators: local sample versus published full benchmark
ContractNLI,11,macro-F1,56,0.7404310060948458,MoJev,mojev,macro-F1,0.3317,123,True,True,different denominators: local sample versus published full benchmark
ContractNLI,11,macro-F1,56,0.7404310060948458,Bespoke Nimble 9B v2,nimble-v2,macro-F1,0.7032,123,True,True,different denominators: local sample versus published full benchmark
ContractNLI,11,macro-F1,56,0.7404310060948458,openvons,openvons,macro-F1,0.5355,123,True,True,different denominators: local sample versus published full benchmark
ContractNLI,11,macro-F1,56,0.7404310060948458,open-jev (pngwn),pngwn-space-uncapped-full,macro-F1,0.6368,123,True,True,different denominators: local sample versus published full benchmark
ContractNLI,11,macro-F1,56,0.7404310060948458,"razorback16 openjev diffusiongemma (NVFP4, vLLM)",razorback-one-read-3e296f08,macro-F1,0.5409,123,True,True,different denominators: local sample versus published full benchmark
ContractNLI,11,macro-F1,56,0.7404310060948458,reflex 27B,reflex-27b,macro-F1,0.7744,123,True,True,different denominators: local sample versus published full benchmark
ContractNLI,11,macro-F1,56,0.7404310060948458,Surogate Rune 26B-A4B,rune-26b-a4b,macro-F1,0.7748,123,True,True,different denominators: local sample versus published full benchmark
ContractNLI,11,macro-F1,56,0.7404310060948458,SemIf,semif,macro-F1,0.5951,123,True,True,different denominators: local sample versus published full benchmark
ContractNLI,11,macro-F1,56,0.7404310060948458,Solomon v1.1,solomon-v11-bf16-encoding,macro-F1,0.7153,123,True,True,different denominators: local sample versus published full benchmark
ContractNLI,11,macro-F1,56,0.7404310060948458,Tev1-4B-experimental,tev1-4b,macro-F1,0.6772,123,True,True,different denominators: local sample versus published full benchmark
ContractNLI,11,macro-F1,56,0.7404310060948458,this-that 1.2,this-that-1.2,macro-F1,0.6468,123,True,True,different denominators: local sample versus published full benchmark
ContractNLI,11,macro-F1,56,0.7404310060948458,Verdict,verdict-8af2496e,macro-F1,0.2116,123,True,True,different denominators: local sample versus published full benchmark
ContractNLI,11,macro-F1,56,0.7404310060948458,mmastrac diffusiongemma (vLLM PR 57250),vllm-pr57250,macro-F1,0.5632,123,True,True,different denominators: local sample versus published full benchmark
ContractNLI,11,macro-F1,56,0.7404310060948458,Winnow-12B,winnow-12b-q8,macro-F1,0.7289,123,True,True,different denominators: local sample versus published full benchmark
ContractNLI,11,macro-F1,56,0.7404310060948458,Xor,xor,macro-F1,0.7429,123,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,Jev,jev,accuracy,0.7987,1319,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,system-one-gemma,akash-gemma,accuracy,0.1892,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,AutoJev-27B,autojev-27b,accuracy,0.6736,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,Bosun v3.1 0.6B,bosun-v3.1-0.6b,accuracy,0.1713,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,Bosun v3.1 1.7B,bosun-v3.1-1.7b,accuracy,0.1494,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,CLM-v0.1-8B,clm-v0.1-8b,accuracy,0.2316,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,Decider 2B,decider-2b-fp8-http,accuracy,0.2111,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,Decider 35B-A3B,decider-35b-nvfp4,accuracy,0.4606,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,Decider 4B,decider-4b,accuracy,0.5709,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,Decider chat · Qwen3.6-27B,decider-chat-qwen3.6-27b,accuracy,0.5796,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,Decision 1.0 Eos,decision-eos-0.8b,accuracy,0.2494,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,Decision 1.0 Kai,decision-kai-7185f514,accuracy,0.2915,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,Decision 1.0 Lex,decision-lex,accuracy,0.2343,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,Decision 1.0 Lux,decision-lux-9b,accuracy,0.5091,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,Decision 1.0 Nox,decision-nox-0bb83350,accuracy,0.4405,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,Decision 1.0 Sol,decision-sol-0665a411,accuracy,0.3256,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,djev,djev,accuracy,0.3669,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,GLiNER 2.5 base,gliner-base,accuracy,0.2237,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,GLiNER 2.5 multilingual,gliner-multi,accuracy,0.1945,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,GLiNER 2.5 small,gliner-small,accuracy,0.2346,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,Qwen-2.5-1B-RLCD,harsha,accuracy,0.1748,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,Hopper,hopper,accuracy,0.3173,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,jeff,jeff-uncapped,accuracy,0.2002,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,Jevfire,jevfire-uncapped,accuracy,0.5489,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,JevK5,jevk5,accuracy,0.4246,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,Jobe,jobe,accuracy,0.3116,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,JoshuaSP diffusiongemma (open-jev),joshua-diffusion-full,accuracy,0.5027,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,Kev 0.8B,kev-0.8b-raised,accuracy,0.1478,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,Kev 4B,kev-4b-raised,accuracy,0.4011,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,Kev 9B,kev-9b-raised,accuracy,0.4871,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,Laya,laya-1e28ac20,accuracy,0.2165,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,LFM2.5-2.6B-RLCD,lfm2600,accuracy,0.2051,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,LFM2.5-350M-RLCD,lfm350-sdpa,accuracy,0.1827,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,Metask-Jev-4B,metask-jev-4b,accuracy,0.3446,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,mini-jev,mini-jev,accuracy,0.4814,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,MoJev,mojev,accuracy,0.2968,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,Bespoke Nimble 9B v2,nimble-v2,accuracy,0.5565,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,openvons,openvons,accuracy,0.4587,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,open-jev (pngwn),pngwn-space-uncapped-full,accuracy,0.3669,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,"razorback16 openjev diffusiongemma (NVFP4, vLLM)",razorback-one-read-3e296f08,accuracy,0.3904,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,reflex 27B,reflex-27b,accuracy,0.6497,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,Surogate Rune 26B-A4B,rune-26b-a4b,accuracy,0.7502,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,SemIf,semif,accuracy,0.3131,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,Solomon v1.1,solomon-v11-bf16-encoding,,,2638,False,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,Tev1-4B-experimental,tev1-4b,accuracy,0.3666,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,this-that 1.2,this-that-1.2,accuracy,0.2817,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,Verdict,verdict-8af2496e,accuracy,0.2333,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,mmastrac diffusiongemma (vLLM PR 57250),vllm-pr57250,accuracy,0.3639,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,Winnow-12B,winnow-12b-q8,accuracy,0.539,2638,True,True,different denominators: local sample versus published full benchmark
GSM8K,30,accuracy,112,0.7678571428571429,Xor,xor,accuracy,0.7191,2638,True,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,Jev,jev,"Sarcasm F1 · track A, English",0.5051,1400,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,system-one-gemma,akash-gemma,"Sarcasm F1 · track A, English",0.2506,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,AutoJev-27B,autojev-27b,"Sarcasm F1 · track A, English",0.6034,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,Bosun v3.1 0.6B,bosun-v3.1-0.6b,"Sarcasm F1 · track A, English",0.0554,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,Bosun v3.1 1.7B,bosun-v3.1-1.7b,"Sarcasm F1 · track A, English",0.1538,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,CLM-v0.1-8B,clm-v0.1-8b,"Sarcasm F1 · track A, English",0.3122,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,Decider 2B,decider-2b-fp8-http,"Sarcasm F1 · track A, English",0.2243,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,Decider 35B-A3B,decider-35b-nvfp4,"Sarcasm F1 · track A, English",0.5481,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,Decider 4B,decider-4b,"Sarcasm F1 · track A, English",0.4207,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,Decider chat · Qwen3.6-27B,decider-chat-qwen3.6-27b,"Sarcasm F1 · track A, English",0.458,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,Decision 1.0 Eos,decision-eos-0.8b,"Sarcasm F1 · track A, English",0.2388,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,Decision 1.0 Kai,decision-kai-7185f514,"Sarcasm F1 · track A, English",0.0087,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,Decision 1.0 Lex,decision-lex,"Sarcasm F1 · track A, English",0.1896,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,Decision 1.0 Lux,decision-lux-9b,"Sarcasm F1 · track A, English",0.4282,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,Decision 1.0 Nox,decision-nox-0bb83350,"Sarcasm F1 · track A, English",0.378,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,Decision 1.0 Sol,decision-sol-0665a411,"Sarcasm F1 · track A, English",0.2491,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,djev,djev,"Sarcasm F1 · track A, English",0.5967,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,GLiNER 2.5 base,gliner-base,"Sarcasm F1 · track A, English",0.2384,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,GLiNER 2.5 multilingual,gliner-multi,"Sarcasm F1 · track A, English",0.2376,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,GLiNER 2.5 small,gliner-small,"Sarcasm F1 · track A, English",0.2373,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,Qwen-2.5-1B-RLCD,harsha,"Sarcasm F1 · track A, English",0.2431,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,Hopper,hopper,"Sarcasm F1 · track A, English",0.4103,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,jeff,jeff-uncapped,"Sarcasm F1 · track A, English",0.2832,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,Jevfire,jevfire-uncapped,"Sarcasm F1 · track A, English",0.5324,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,JevK5,jevk5,"Sarcasm F1 · track A, English",0.4582,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,Jobe,jobe,"Sarcasm F1 · track A, English",0.3896,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,JoshuaSP diffusiongemma (open-jev),joshua-diffusion-full,"Sarcasm F1 · track A, English",0.66,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,Kev 0.8B,kev-0.8b-raised,"Sarcasm F1 · track A, English",0.1585,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,Kev 4B,kev-4b-raised,"Sarcasm F1 · track A, English",0.4231,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,Kev 9B,kev-9b-raised,"Sarcasm F1 · track A, English",0.4708,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,Laya,laya-1e28ac20,"Sarcasm F1 · track A, English",0.149,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,LFM2.5-2.6B-RLCD,lfm2600,"Sarcasm F1 · track A, English",0.2629,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,LFM2.5-350M-RLCD,lfm350-sdpa,"Sarcasm F1 · track A, English",0.2495,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,Metask-Jev-4B,metask-jev-4b,"Sarcasm F1 · track A, English",0.4762,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,mini-jev,mini-jev,"Sarcasm F1 · track A, English",0.3613,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,MoJev,mojev,"Sarcasm F1 · track A, English",0.2311,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,Bespoke Nimble 9B v2,nimble-v2,"Sarcasm F1 · track A, English",0.5372,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,openvons,openvons,"Sarcasm F1 · track A, English",0.3333,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,open-jev (pngwn),pngwn-space-uncapped-full,"Sarcasm F1 · track A, English",0.3756,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,"razorback16 openjev diffusiongemma (NVFP4, vLLM)",razorback-one-read-3e296f08,"Sarcasm F1 · track A, English",0.5638,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,reflex 27B,reflex-27b,"Sarcasm F1 · track A, English",0.4867,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,Surogate Rune 26B-A4B,rune-26b-a4b,"Sarcasm F1 · track A, English",0.5053,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,SemIf,semif,"Sarcasm F1 · track A, English",0.39,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,Solomon v1.1,solomon-v11-bf16-encoding,"Sarcasm F1 · track A, English",0.4822,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,Tev1-4B-experimental,tev1-4b,"Sarcasm F1 · track A, English",0.3594,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,this-that 1.2,this-that-1.2,"Sarcasm F1 · track A, English",0.1942,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,Verdict,verdict-8af2496e,"Sarcasm F1 · track A, English",0.1012,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,mmastrac diffusiongemma (vLLM PR 57250),vllm-pr57250,"Sarcasm F1 · track A, English",0.5895,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,Winnow-12B,winnow-12b-q8,"Sarcasm F1 · track A, English",0.5773,4600,False,True,different denominators: local sample versus published full benchmark
iSarcasmEval,40,see separate subtask tracks,56,,Xor,xor,"Sarcasm F1 · track A, English",0.5553,4600,False,True,different denominators: local sample versus published full benchmark
VAST,41,macro-F1,56,0.43621013133208253,Jev,jev,macro-F1,0.6463,3006,True,True,different denominators: local sample versus published full benchmark
VAST,41,macro-F1,56,0.43621013133208253,system-one-gemma,akash-gemma,macro-F1,0.3489,3006,True,True,different denominators: local sample versus published full benchmark
VAST,41,macro-F1,56,0.43621013133208253,AutoJev-27B,autojev-27b,macro-F1,0.7079,3006,True,True,different denominators: local sample versus published full benchmark
VAST,41,macro-F1,56,0.43621013133208253,Bosun v3.1 0.6B,bosun-v3.1-0.6b,macro-F1,0.2628,3006,True,True,different denominators: local sample versus published full benchmark
VAST,41,macro-F1,56,0.43621013133208253,Bosun v3.1 1.7B,bosun-v3.1-1.7b,macro-F1,0.3642,3006,True,True,different denominators: local sample versus published full benchmark
VAST,41,macro-F1,56,0.43621013133208253,CLM-v0.1-8B,clm-v0.1-8b,macro-F1,0.2271,3006,True,True,different denominators: local sample versus published full benchmark
VAST,41,macro-F1,56,0.43621013133208253,Decider 2B,decider-2b-fp8-http,macro-F1,0.5104,3006,True,True,different denominators: local sample versus published full benchmark
VAST,41,macro-F1,56,0.43621013133208253,Decider 35B-A3B,decider-35b-nvfp4,macro-F1,0.5452,3006,True,True,different denominators: local sample versus published full benchmark
VAST,41,macro-F1,56,0.43621013133208253,Decider 4B,decider-4b,macro-F1,0.5353,3006,True,True,different denominators: local sample versus published full benchmark
VAST,41,macro-F1,56,0.43621013133208253,Decider chat · Qwen3.6-27B,decider-chat-qwen3.6-27b,macro-F1,0.5839,3006,True,True,different denominators: local sample versus published full benchmark
VAST,41,macro-F1,56,0.43621013133208253,Decision 1.0 Eos,decision-eos-0.8b,macro-F1,0.4314,3006,True,True,different denominators: local sample versus published full benchmark
VAST,41,macro-F1,56,0.43621013133208253,Decision 1.0 Kai,decision-kai-7185f514,macro-F1,0.2081,3006,True,True,different denominators: local sample versus published full benchmark
VAST,41,macro-F1,56,0.43621013133208253,Decision 1.0 Lex,decision-lex,macro-F1,0.4039,3006,True,True,different denominators: local sample versus published full benchmark
VAST,41,macro-F1,56,0.43621013133208253,Decision 1.0 Lux,decision-lux-9b,macro-F1,0.4393,3006,True,True,different denominators: local sample versus published full benchmark
VAST,41,macro-F1,56,0.43621013133208253,Decision 1.0 Nox,decision-nox-0bb83350,macro-F1,0.4728,3006,True,True,different denominators: local sample versus published full benchmark
VAST,41,macro-F1,56,0.43621013133208253,Decision 1.0 Sol,decision-sol-0665a411,macro-F1,0.4999,3006,True,True,different denominators: local sample versus published full benchmark
VAST,41,macro-F1,56,0.43621013133208253,djev,djev,macro-F1,0.6458,3006,True,True,different denominators: local sample versus published full benchmark
VAST,41,macro-F1,56,0.43621013133208253,GLiNER 2.5 base,gliner-base,macro-F1,0.3575,3006,True,True,different denominators: local sample versus published full benchmark
VAST,41,macro-F1,56,0.43621013133208253,GLiNER 2.5 multilingual,gliner-multi,macro-F1,0.2642,3006,True,True,different denominators: local sample versus published full benchmark
VAST,41,macro-F1,56,0.43621013133208253,GLiNER 2.5 small,gliner-small,macro-F1,0.3708,3006,True,True,different denominators: local sample versus published full benchmark
VAST,41,macro-F1,56,0.43621013133208253,Qwen-2.5-1B-RLCD,harsha,macro-F1,0.3142,3006,True,True,different denominators: local sample versus published full benchmark
